ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_000619.2:450,NS_Hs_HostResponse_v1.0,IFNG,mRNA,0,,,Type II Interferon Signaling;TH1 Differentiation;TGF-beta Signaling;TCR Signaling;Other Interleukin Signaling;Myeloid Activation;JAK-STAT Signaling;HIF1A Signaling,hsa03050;hsa04060;hsa04066;hsa04140;hsa04350;hsa04380;hsa04612;hsa04630;hsa04650;hsa04660;hsa04940;hsa05132;hsa05140;hsa05142;hsa05143;hsa05144;hsa05145;hsa05146;hsa05152;hsa05162;hsa05164;hsa05168;hsa05169;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332,,IFNG,,,,,
NM_000732.4:127,NS_Hs_HostResponse_v1.0,CD3D,mRNA,0,,,TCR Signaling,hsa04640;hsa04660;hsa05142;hsa05162;hsa05166;hsa05340,T-cells,CD3D,,,,,
NM_000877.3:582,NS_Hs_HostResponse_v1.0,IL1R1,mRNA,0,,,TH17 Differentiation;NF-kappaB Signaling;IL-1 Signaling,hsa04010;hsa04060;hsa04064;hsa04210;hsa04380;hsa04640;hsa04750;hsa05146;hsa05166,,IL1R1,,,,,
NM_001144925.2:1369,NS_Hs_HostResponse_v1.0,MX1,mRNA,0,,,Type I Interferon Signaling;Interferon Response Genes,hsa05162;hsa05164,,MX1,,,,,
NM_002164.5:369,NS_Hs_HostResponse_v1.0,IDO1,mRNA,0,,,Myeloid Inflammation,hsa05143,,IDO1,,,,,
NM_004131.4:621,NS_Hs_HostResponse_v1.0,GZMB,mRNA,0,,,Cytotoxicity;Apoptosis,hsa04650;hsa04940;hsa05202;hsa05320;hsa05330;hsa05332,Cytotoxic cells,GZMB,,,,,
NM_005252.3:554,NS_Hs_HostResponse_v1.0,FOS,mRNA,0,,,Type I Interferon Signaling;TNF Signaling;TLR Signaling;TCR Signaling;MAPK Signaling;BCR Signaling,hsa04010;hsa04024;hsa04380;hsa04620;hsa04660;hsa04662;hsa04668;hsa04713;hsa04725;hsa04728;hsa04915;hsa04917;hsa04921;hsa05031;hsa05132;hsa05133;hsa05140;hsa05142;hsa05161;hsa05166;hsa05168;hsa05200;hsa05210;hsa05231;hsa05323,,FOS,,,,,
NM_006084.4:723,NS_Hs_HostResponse_v1.0,IRF9,mRNA,0,,,Type III Interferon Signaling;Type II Interferon Signaling;Type I Interferon Signaling;NLR Signaling,hsa04380;hsa04630;hsa05160;hsa05162;hsa05164;hsa05168;hsa05203,,IRF9,,,,,
NM_006120.3:396,NS_Hs_HostResponse_v1.0,HLA-DMA,mRNA,0,,,MHC Class II Antigen Presentation,hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,HLA-DMA,,,,,
NM_006868.3:317,NS_Hs_HostResponse_v1.0,RAB31,mRNA,0,,,Myeloid Activation,hsa04144,,RAB31,,,,,
NM_022153.1:185,NS_Hs_HostResponse_v1.0,VSIR,mRNA,0,,,T-cell Costimulation,,,VSIR,,,,,
NM_024119.2:847,NS_Hs_HostResponse_v1.0,DHX58,mRNA,0,,,RNA Sensing,hsa04622,,DHX58,,,,,
NM_078481.3:1974,NS_Hs_HostResponse_v1.0,ADGRE5,mRNA,0,,,Myeloid Activation,,,ADGRE5,,,,,
NM_199139.2:978,NS_Hs_HostResponse_v1.0,XAF1,mRNA,0,,,Type I Interferon Signaling,,,XAF1,,,,,
NM_001042747.1:890,NS_Hs_HostResponse_v1.0,FGR,mRNA,0,,,Phagocytosis;Myeloid Activation;Chemokine Signaling,hsa04062;hsa05169,,FGR,,,,,
NM_001127702.1:963,NS_Hs_HostResponse_v1.0,SERPINA1,mRNA,0,,,Myeloid Activation;Complement System;Coagulation,hsa04610,,SERPINA1,,,,,
NM_002356.5:456,NS_Hs_HostResponse_v1.0,MARCKS,mRNA,0,,,Phagocytosis,hsa04666;hsa05206,,MARCKS,,,,,
NM_003121.4:28,NS_Hs_HostResponse_v1.0,SPIB,mRNA,0,,,,,B-cells,SPIB,,,,,
NM_004335.3:395,NS_Hs_HostResponse_v1.0,BST2,mRNA,0,,,Type I Interferon Signaling;Myeloid Activation;MAPK Signaling,,,BST2,,,,,
NM_001336.3:739,NS_Hs_HostResponse_v1.0,CTSZ,mRNA,0,,,Myeloid Activation;Lysosome;Apoptosis,hsa04142,,CTSZ,,,,,
NM_003299.2:1445,NS_Hs_HostResponse_v1.0,HSP90B1,mRNA,0,,,TLR Signaling;Proteotoxic Stress;Other Interleukin Signaling,hsa04141;hsa04151;hsa04621;hsa04915;hsa04918;hsa05200;hsa05215,,HSP90B1,,,,,
NM_004972.3:1464,NS_Hs_HostResponse_v1.0,JAK2,mRNA,0,,,Type II Interferon Signaling;TH17 Differentiation;TH1 Differentiation;Myeloid Activation;IL-6 Signaling;IL-2 Signaling,hsa04062;hsa04151;hsa04550;hsa04630;hsa04725;hsa04917;hsa04920;hsa04933;hsa05140;hsa05145;hsa05152;hsa05162;hsa05164;hsa05168,,JAK2,,,,,
NM_000697.2:1065,NS_Hs_HostResponse_v1.0,ALOX12,mRNA,0,,,Leukotriene and Prostaglandin Inflammation,hsa00590;hsa04726;hsa04750,,ALOX12,,,,,
NM_005191.3:674,NS_Hs_HostResponse_v1.0,CD80,mRNA,0,,,T-cell Costimulation;Other Interleukin Signaling;Immune Memory,hsa04514;hsa04620;hsa04672;hsa04940;hsa05320;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,CD80,,,,,
NM_004396.3:814,NS_Hs_HostResponse_v1.0,DDX5,mRNA,0,,,Virus-Host Interaction,hsa05202;hsa05205,,DDX5,,,,,
NM_001098175.1:795,NS_Hs_HostResponse_v1.0,ENTPD1,mRNA,0,,,Myeloid Inflammation,hsa05169,,ENTPD1,,,,,
NM_001716.4:723,NS_Hs_HostResponse_v1.0,CXCR5,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062,,CXCR5,,,,,
NM_005419.3:1390,NS_Hs_HostResponse_v1.0,STAT2,mRNA,0,,,Type III Interferon Signaling;Type I Interferon Signaling;NLR Signaling,hsa04062;hsa04380;hsa04630;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168,,STAT2,,,,,
NM_080491.2:755,NS_Hs_HostResponse_v1.0,GAB2,mRNA,0,,,Myeloid Inflammation;Myeloid Activation;IL-2 Signaling,hsa04014;hsa04071;hsa04072;hsa04380;hsa04664;hsa04666;hsa05220,,GAB2,,,,,
NM_025239.3:642,NS_Hs_HostResponse_v1.0,PDCD1LG2,mRNA,0,,,T-cell Costimulation;Immune Memory,hsa04514,,PDCD1LG2,,,,,
NM_000641.3:449,NS_Hs_HostResponse_v1.0,IL11,mRNA,0,,,JAK-STAT Signaling;IL-6 Signaling,hsa04060;hsa04630;hsa04640;hsa05323,,IL11,,,,,
NM_001768.6:1085,NS_Hs_HostResponse_v1.0,CD8A,mRNA,0,,,TCR Signaling,hsa04514;hsa04612;hsa04640;hsa04660;hsa05340,CD8 T cells,CD8A,,,,,
NM_004887.4:574,NS_Hs_HostResponse_v1.0,CXCL14,mRNA,0,,,Chemokine Signaling,hsa04060;hsa04062,,CXCL14,,,,,
NM_006274.2:185,NS_Hs_HostResponse_v1.0,CCL19,mRNA,0,,,NF-kappaB Signaling;Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062;hsa04064,,CCL19,,,,,
NM_022051.2:3782,NS_Hs_HostResponse_v1.0,EGLN1,mRNA,0,,,Oxidative Stress Response;HIF1A Signaling,hsa04066;hsa05200;hsa05211,,EGLN1,,,,,
NM_022168.3:1056,NS_Hs_HostResponse_v1.0,IFIH1,mRNA,0,,,Type I Interferon Signaling;RNA Sensing,hsa04622;hsa05161;hsa05162;hsa05164;hsa05168,,IFIH1,,,,,
XM_011526628.1:205,NS_Hs_HostResponse_v1.0,FCGRT,mRNA,0,,,Myeloid Inflammation,,,,,,,,
XM_005274015.1:436,NS_Hs_HostResponse_v1.0,NDUFS8,mRNA,0,,,Oxidative Stress Response,,,,,,,,
NM_016817.2:319,NS_Hs_HostResponse_v1.0,OAS2,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;NLR Signaling;Interferon Response Genes,hsa05160;hsa05162;hsa05164;hsa05168,,OAS2,,,,,
NM_002468.4:349,NS_Hs_HostResponse_v1.0,MYD88,mRNA,0,,,Type I Interferon Signaling;TLR Signaling;NLR Signaling;NF-kappaB Signaling;DNA Sensing,hsa04064;hsa04210;hsa04620;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05143;hsa05144;hsa05145;hsa05152;hsa05161;hsa05162;hsa05164;hsa05168,,MYD88,,,,,
NM_005238.3:1305,NS_Hs_HostResponse_v1.0,ETS1,mRNA,0,,,Oxidative Stress Response,hsa04014;hsa05166;hsa05200;hsa05211,,ETS1,,,,,
NM_003853.3:1154,NS_Hs_HostResponse_v1.0,IL18RAP,mRNA,0,,,Oxidative Stress Response;Myeloid Activation;IL-1 Signaling,hsa04060;hsa05321,,IL18RAP,,,,,
NM_002908.3:2067,NS_Hs_HostResponse_v1.0,REL,mRNA,0,,,NF-kappaB Signaling;BCR Signaling,hsa04014;hsa05202;hsa05203,,REL,,,,,
XM_006718983.2:680,NS_Hs_HostResponse_v1.0,LTBR,mRNA,0,,,NF-kappaB Signaling;Myeloid Activation;HIF1A Signaling,hsa04060;hsa04064;hsa04066;hsa04672;hsa05166;hsa05203,,LTBR,,,,,
NM_173799.3:712,NS_Hs_HostResponse_v1.0,TIGIT,mRNA,0,,,T-cell Costimulation;Immune Exhaustion,hsa04514,,TIGIT,,,,,
NM_000760.3:2478,NS_Hs_HostResponse_v1.0,CSF3R,mRNA,0,,,Other Interleukin Signaling;JAK-STAT Signaling,hsa04060;hsa04151;hsa04630;hsa04640;hsa05200,Neutrophils,CSF3R,,,,,
NM_002993.3:308,NS_Hs_HostResponse_v1.0,CXCL6,mRNA,0,,,TNF Signaling;Myeloid Activation;Chemokine Signaling,hsa04060;hsa04062;hsa05133;hsa05323,,CXCL6,,,,,
NM_001284244.1:416,NS_Hs_HostResponse_v1.0,PNOC,mRNA,0,,,,,B-cells,PNOC,,,,,
NM_005082.4:480,NS_Hs_HostResponse_v1.0,TRIM25,mRNA,0,,,Type II Interferon Signaling;RNA Sensing;NF-kappaB Signaling;Interferon Response Genes,hsa04064;hsa04622;hsa05164,,TRIM25,,,,,
NM_001135670.2:472,NS_Hs_HostResponse_v1.0,MSRA,mRNA,0,,,Oxidative Stress Response,,,MSRA,,,,,
NM_003255.4:794,NS_Hs_HostResponse_v1.0,TIMP2,mRNA,0,,,Myeloid Activation,,,TIMP2,,,,,
NM_003766.4:259,NS_Hs_HostResponse_v1.0,BECN1,mRNA,0,,,Autophagy,hsa04140,,BECN1,,,,,
NM_001557.3:409,NS_Hs_HostResponse_v1.0,CXCR2,mRNA,0,,,Myeloid Activation;Chemokine Signaling,hsa04060;hsa04062;hsa04072;hsa04144;hsa05120,,CXCR2,,,,,
NM_033423.4:717,NS_Hs_HostResponse_v1.0,GZMH,mRNA,0,,,Cytotoxicity,,Cytotoxic cells,GZMH,,,,,
NM_007355.3:1530,NS_Hs_HostResponse_v1.0,HSP90AB1,mRNA,0,,,TH17 Differentiation;Proteotoxic Stress;NLR Signaling;Myeloid Activation;Inflammasomes,hsa04141;hsa04151;hsa04612;hsa04621;hsa04914;hsa04915;hsa05200;hsa05215,,HSP90AB1,,,,,
NM_005408.2:129,NS_Hs_HostResponse_v1.0,CCL13,mRNA,0,,,NF-kappaB Signaling;Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062;hsa04064,DC,CCL13,,,,,
NM_002121.5:800,NS_Hs_HostResponse_v1.0,HLA-DPB1,mRNA,0,,,Type II Interferon Signaling;TCR Signaling;MHC Class II Antigen Presentation,hsa04145;hsa04514;hsa04612;hsa04672;hsa04940;hsa05140;hsa05145;hsa05150;hsa05152;hsa05164;hsa05166;hsa05168;hsa05169;hsa05310;hsa05320;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,HLA-DPB1,,,,,
NM_021002.2:342,NS_Hs_HostResponse_v1.0,IFNA6,mRNA,0,,,Type I Interferon Signaling;RNA Sensing;NLR Signaling;JAK-STAT Signaling;DNA Sensing,hsa04060;hsa04140;hsa04151;hsa04620;hsa04622;hsa04623;hsa04630;hsa04650;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05320,,IFNA6,,,,,
NM_015259.5:642,NS_Hs_HostResponse_v1.0,ICOSLG,mRNA,0,,,T-cell Costimulation,hsa04514;hsa04672,,ICOSLG,,,,,
NM_003494.3:5880,NS_Hs_HostResponse_v1.0,DYSF,mRNA,0,,,Myeloid Activation,,,DYSF,,,,,
NM_001335.3:1087,NS_Hs_HostResponse_v1.0,CTSW,mRNA,0,,,Lysosome;Coagulation;Apoptosis,hsa04142,Cytotoxic cells,CTSW,,,,,
NM_021034.2:477,NS_Hs_HostResponse_v1.0,IFITM3,mRNA,0,,,Type I Interferon Signaling;MAPK Signaling,,,IFITM3,,,,,
NM_001191.3:996,NS_Hs_HostResponse_v1.0,BCL2L1,mRNA,0,,,Other Interleukin Signaling;NLR Signaling;NF-kappaB Signaling;JAK-STAT Signaling;Inflammasomes;Apoptosis,hsa04014;hsa04064;hsa04151;hsa04210;hsa04630;hsa05014;hsa05145;hsa05166;hsa05200;hsa05202;hsa05212;hsa05220;hsa05222,,BCL2L1,,,,,
NM_002438.3:940,NS_Hs_HostResponse_v1.0,MRC1,mRNA,0,,,Phagocytosis;MHC Class I Antigen Presentation,hsa04145;hsa05152,,MRC1,,,,,
NM_002988.3:232,NS_Hs_HostResponse_v1.0,CCL18,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL18,,,,,
NM_000074.2:398,NS_Hs_HostResponse_v1.0,CD40LG,mRNA,0,,,TCR Signaling;T-cell Costimulation;NF-kappaB Signaling,hsa04060;hsa04064;hsa04514;hsa04660;hsa04672;hsa05144;hsa05145;hsa05310;hsa05320;hsa05322;hsa05330;hsa05340;hsa05416,,CD40LG,,,,,
NM_002053.2:1685,NS_Hs_HostResponse_v1.0,GBP1,mRNA,0,,,Type II Interferon Signaling;NLR Signaling,,,GBP1,,,,,
NM_005601.3:506,NS_Hs_HostResponse_v1.0,NKG7,mRNA,0,,,Cytotoxicity,,Cytotoxic cells,NKG7,,,,,
NM_014143.3:501,NS_Hs_HostResponse_v1.0,CD274,mRNA,0,,,T-cell Costimulation,hsa04514,,CD274,,,,,
NM_002872.4:341,NS_Hs_HostResponse_v1.0,RAC2,mRNA,0,,,Myeloid Inflammation;Myeloid Activation;Lymphocyte Trafficking;BCR Signaling,hsa04010;hsa04014;hsa04015;hsa04024;hsa04062;hsa04071;hsa04310;hsa04360;hsa04370;hsa04510;hsa04520;hsa04650;hsa04662;hsa04664;hsa04666;hsa04670;hsa04810;hsa05200;hsa05210;hsa05212;hsa05231;hsa05416,,RAC2,,,,,
NM_181079.4:1250,NS_Hs_HostResponse_v1.0,IL21R,mRNA,0,,,TH17 Differentiation;JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04630;hsa05321,NK CD56dim cells,IL21R,,,,,
NM_002569.3:414,NS_Hs_HostResponse_v1.0,FURIN,mRNA,0,,,Virus-Host Interaction;TGF-beta Signaling,hsa05164,,FURIN,,,,,
NM_002189.3:709,NS_Hs_HostResponse_v1.0,IL15RA,mRNA,0,,,JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04630;hsa04672;hsa05166,,IL15RA,,,,,
NM_175862.4:590,NS_Hs_HostResponse_v1.0,CD86,mRNA,0,,,T-cell Costimulation;Other Interleukin Signaling;Immune Exhaustion,hsa04514;hsa04620;hsa04672;hsa04940;hsa05202;hsa05320;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,CD86,,,,,
NM_006931.2:538,NS_Hs_HostResponse_v1.0,SLC2A3,mRNA,0,,,Myeloid Activation,,,SLC2A3,,,,,
NM_033294.3:701,NS_Hs_HostResponse_v1.0,CASP1,mRNA,0,,,NLR Signaling;Inflammasomes;IL-1 Signaling;DNA Sensing,hsa04621;hsa04623;hsa05014;hsa05132;hsa05133;hsa05134;hsa05164,,CASP1,,,,,
NM_000417.2:414,NS_Hs_HostResponse_v1.0,IL2RA,mRNA,0,,,TH2 Differentiation;JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04144;hsa04151;hsa04630;hsa04640;hsa05162;hsa05166,,IL2RA,,,,,
NM_000578.3:1679,NS_Hs_HostResponse_v1.0,SLC11A1,mRNA,0,,,Myeloid Activation;Lysosome;Host Defense Peptides,hsa04142,,SLC11A1,,,,,
NM_001166663.1:1037,NS_Hs_HostResponse_v1.0,CD244,mRNA,0,,,NK Activity;Immune Exhaustion,hsa04650,Exhausted CD8,CD244,,,,,
NM_001199640.1:419,NS_Hs_HostResponse_v1.0,IL33,mRNA,0,,,Myeloid Activation;IL-1 Signaling;DNA Sensing,hsa04623;hsa05164,,IL33,,,,,
NM_002298.4:1705,NS_Hs_HostResponse_v1.0,LCP1,mRNA,0,,,Other Interleukin Signaling,,,LCP1,,,,,
NM_001243077.1:438,NS_Hs_HostResponse_v1.0,CD28,mRNA,0,,,TCR Signaling;T-cell Costimulation,hsa04514;hsa04660;hsa04672;hsa04940;hsa05162;hsa05320;hsa05322;hsa05323;hsa05330;hsa05332;hsa05416,,CD28,,,,,
NM_001040022.1:1573,NS_Hs_HostResponse_v1.0,SIRPA,mRNA,0,,,Oxidative Stress Response;Myeloid Activation;Mononuclear Cell Migration,hsa04380,,SIRPA,,,,,
NM_001128602.1:649,NS_Hs_HostResponse_v1.0,RASGRP1,mRNA,0,,,TCR Signaling;Myeloid Activation;Coagulation;BCR Signaling,hsa04010;hsa04014;hsa04611;hsa04660;hsa05200,,RASGRP1,,,,,
NM_001206567.1:2351,NS_Hs_HostResponse_v1.0,IFI16,mRNA,0,,,NLR Signaling;DNA Sensing,,,IFI16,,,,,
NM_002524.4:651,NS_Hs_HostResponse_v1.0,NRAS,mRNA,0,,,TCR Signaling;Myeloid Activation;Glycan Sensing;BCR Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04151;hsa04211;hsa04213;hsa04360;hsa04370;hsa04530;hsa04540;hsa04550;hsa04650;hsa04660;hsa04662;hsa04664;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04933;hsa05034;hsa05160;hsa05161;hsa05166;hsa05200;hsa05203;hsa05205;hsa05206;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231,,NRAS,,,,,
NM_005546.3:1019,NS_Hs_HostResponse_v1.0,ITK,mRNA,0,,,TCR Signaling;Chemokine Signaling,hsa04062;hsa04660;hsa04670,,ITK,,,,,
NM_006826.3:558,NS_Hs_HostResponse_v1.0,YWHAQ,mRNA,0,,,Apoptosis,hsa04110;hsa04114;hsa04151;hsa04390;hsa05130;hsa05161;hsa05169;hsa05203,,YWHAQ,,,,,
NM_001322168.1:466,NS_Hs_HostResponse_v1.0,KIR3DL1/2,mRNA,0,,,NK Activity,hsa04612;hsa04650;hsa05332,NK CD56dim cells,KIR3DL1,,,,,
NM_001005376.2:538,NS_Hs_HostResponse_v1.0,PLAUR,mRNA,0,,,Myeloid Activation;Complement System;Coagulation,hsa04610;hsa05205,,PLAUR,,,,,
NM_002309.4:601,NS_Hs_HostResponse_v1.0,LIF,mRNA,0,,,TNF Signaling;JAK-STAT Signaling;IL-6 Signaling,hsa04060;hsa04550;hsa04630;hsa04668,,LIF,,,,,
NM_002880.3:1536,NS_Hs_HostResponse_v1.0,RAF1,mRNA,0,,,TCR Signaling;MAPK Signaling;Glycan Sensing;BCR Signaling,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04068;hsa04071;hsa04072;hsa04151;hsa04270;hsa04370;hsa04510;hsa04540;hsa04550;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04720;hsa04722;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa05034;hsa05152;hsa05160;hsa05161;hsa05164;hsa05200;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231,,RAF1,,,,,
NM_004180.2:158,NS_Hs_HostResponse_v1.0,TANK,mRNA,0,,,TLR Signaling;RNA Sensing;NLR Signaling,hsa04622,,TANK,,,,,
NM_000887.4:872,NS_Hs_HostResponse_v1.0,ITGAX,mRNA,0,,,Other Interleukin Signaling;Myeloid Activation;Complement System,hsa04610;hsa04810;hsa05152,,ITGAX,,,,,
NM_000585.4:715,NS_Hs_HostResponse_v1.0,IL15,mRNA,0,,,TNF Signaling;Myeloid Activation;JAK-STAT Signaling;IL-2 Signaling,hsa04060;hsa04630;hsa04668;hsa04672;hsa05166;hsa05168;hsa05323,,IL15,,,,,
NM_001007469.1:118,NS_Hs_HostResponse_v1.0,HCST,mRNA,0,,,NK Activity,hsa04650,,HCST,,,,,
NM_001061.4:357,NS_Hs_HostResponse_v1.0,TBXAS1,mRNA,0,,,Coagulation,hsa00590;hsa04611,,TBXAS1,,,,,
NM_002664.2:300,NS_Hs_HostResponse_v1.0,PLEK,mRNA,0,,,Coagulation,,,PLEK,,,,,
NM_002981.2:195,NS_Hs_HostResponse_v1.0,CCL1,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCL1,,,,,
NM_005565.4:360,NS_Hs_HostResponse_v1.0,LCP2,mRNA,0,,,TCR Signaling;NK Activity;Myeloid Activation,hsa04015;hsa04380;hsa04611;hsa04650;hsa04660;hsa04664,,LCP2,,,,,
NM_014146.3:454,NS_Hs_HostResponse_v1.0,LAT2,mRNA,0,,,Myeloid Inflammation;Myeloid Activation,,,LAT2,,,,,
NM_000573.3:4465,NS_Hs_HostResponse_v1.0,CR1,mRNA,0,,,Myeloid Activation;Complement System,hsa04610;hsa04640;hsa05134;hsa05140;hsa05144;hsa05152,,CR1,,,,,
NM_001321135.1:848,NS_Hs_HostResponse_v1.0,PSTPIP1,mRNA,0,,,NLR Signaling;Inflammasomes,hsa04621,,PSTPIP1,,,,,
NM_001561.5:567,NS_Hs_HostResponse_v1.0,TNFRSF9,mRNA,0,,,T-cell Costimulation;NF-kappaB Signaling;Immune Exhaustion,hsa04060,,TNFRSF9,,,,,
NM_198053.2:329,NS_Hs_HostResponse_v1.0,CD247,mRNA,0,,,TCR Signaling;NK Activity,hsa04650;hsa04660;hsa05142,,CD247,,,,,
NM_001031680.2:720,NS_Hs_HostResponse_v1.0,RUNX3,mRNA,0,,,TH2 Differentiation,,,RUNX3,,,,,
NM_005461.4:1231,NS_Hs_HostResponse_v1.0,MAFB,mRNA,0,,,Myeloid Inflammation,,,MAFB,,,,,
NM_014271.3:1545,NS_Hs_HostResponse_v1.0,IL1RAPL1,mRNA,0,,,IL-1 Signaling,,,IL1RAPL1,,,,,
NM_001252039.1:477,NS_Hs_HostResponse_v1.0,RAB5C,mRNA,0,,,Phagocytosis;Myeloid Activation,hsa04014;hsa04144;hsa04145;hsa05146;hsa05152,,RAB5C,,,,,
NM_005188.3:1080,NS_Hs_HostResponse_v1.0,CBL,mRNA,0,,,TGF-beta Signaling;Myeloid Activation;IL-6 Signaling,hsa04012;hsa04120;hsa04144;hsa04660;hsa04910;hsa05100;hsa05200;hsa05205;hsa05220,,CBL,,,,,
NM_001178098.1:1085,NS_Hs_HostResponse_v1.0,CD19,mRNA,0,,,Virus-Host Interaction;Complement System;BCR Signaling,hsa04151;hsa04640;hsa04662;hsa05169;hsa05340,B-cells,CD19,,,,,
NM_003641.3:230,NS_Hs_HostResponse_v1.0,IFITM1,mRNA,0,,,Type I Interferon Signaling;MAPK Signaling;BCR Signaling,hsa04662,,IFITM1,,,,,
NM_001017534.1:507,NS_Hs_HostResponse_v1.0,CARD16,mRNA,0,,,NLR Signaling,,,CARD16,,,,,
NM_199168.3:81,NS_Hs_HostResponse_v1.0,CXCL12,mRNA,0,,,NF-kappaB Signaling;Mononuclear Cell Migration;Lymphocyte Trafficking;Chemokine Signaling,hsa04060;hsa04062;hsa04064;hsa04360;hsa04670;hsa04672;hsa05200;hsa05323,,CXCL12,,,,,
NM_002996.4:1080,NS_Hs_HostResponse_v1.0,CX3CL1,mRNA,0,,,TNF Signaling;Myeloid Activation;Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062;hsa04668,,CX3CL1,,,,,
NM_001511.3:270,NS_Hs_HostResponse_v1.0,CXCL1,mRNA,0,,,TNF Signaling;NLR Signaling;NF-kappaB Signaling;Myeloid Activation;Chemokine Signaling,hsa04060;hsa04062;hsa04621;hsa04668;hsa05120;hsa05132;hsa05134;hsa05146;hsa05323,,CXCL1,,,,,
NM_001244134.1:493,NS_Hs_HostResponse_v1.0,MAP3K8,mRNA,0,,,TNF Signaling;TLR Signaling;TCR Signaling;IL-1 Signaling,hsa04010;hsa04620;hsa04660;hsa04668,,MAP3K8,,,,,
NM_000675.5:951,NS_Hs_HostResponse_v1.0,ADORA2A,mRNA,0,,,T-cell Costimulation;Myeloid Inflammation,hsa04015;hsa04020;hsa04024;hsa04080;hsa04270;hsa05034,,ADORA2A,,,,,
NM_080921.3:99,NS_Hs_HostResponse_v1.0,PTPRC,mRNA,0,,NM_002838.4:258;NM_080921.3:258,TCR Signaling;Myeloid Activation,hsa04514;hsa04660;hsa04666;hsa05340,CD45,PTPRC,,,,,
NM_001159488.1:132,NS_Hs_HostResponse_v1.0,FCRL2,mRNA,0,,,,,B-cells,FCRL2,,,,,
NM_006187.3:2354,NS_Hs_HostResponse_v1.0,OAS3,mRNA,0,,,Type II Interferon Signaling;Type I Interferon Signaling;NLR Signaling;Interferon Response Genes,hsa05160;hsa05162;hsa05164;hsa05168,,OAS3,,,,,
NM_000605.3:220,NS_Hs_HostResponse_v1.0,IFNA2,mRNA,0,,,Type I Interferon Signaling;RNA Sensing;NLR Signaling;JAK-STAT Signaling;DNA Sensing,hsa04060;hsa04140;hsa04151;hsa04620;hsa04622;hsa04623;hsa04630;hsa04650;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05320,,IFNA2,,,,,
NM_001354644.1:520,NS_Hs_HostResponse_v1.0,MME,mRNA,0,,,Myeloid Activation;Angiotensin System,hsa04614;hsa04640;hsa05010,,MME,,,,,
NM_001295.2:195,NS_Hs_HostResponse_v1.0,CCR1,mRNA,0,,,Mononuclear Cell Migration;Chemokine Signaling,hsa04060;hsa04062,,CCR1,,,,,
